RAJ2000,DEJ2000,pmRA,pmDE
35.21841608493,56.77346365191,-0.162,-1.308
35.24398461145,56.76067720048,-5.734,-0.995
35.25593654693,56.77629836338,4.654,-3.613
35.23851297619,56.79716105664,-1.955,-2.287
35.15264353019,56.78506978482,-1.380,-0.220
35.16772316186,56.79777410474,-0.670,-1.160
35.21959672815,56.80447837542,-0.570,-1.145
35.20831065209,56.81891267112,5.033,-0.698
35.19796230824,56.82136845101,-3.490,-0.250
35.20834043950,56.81909928120,17.800,-5.268
35.49553213968,56.65431815115,-1.144,-1.843
35.50425210124,56.64170154553,1.629,-0.370
35.51732757848,56.65890262869,-2.198,-0.531
35.47015845666,56.66347013382,0.360,0.081
35.47667884062,56.67281660843,-0.268,-1.122
35.52243531540,56.68722555334,-0.545,-1.244
35.50747007475,56.67723744590,-0.560,-1.258
35.51973512170,56.68747691423,2.825,-2.074
35.46700607086,56.68843658171,-0.567,-1.173
35.45297946757,56.70530069816,11.770,-12.849
35.45054192025,56.69758718430,-0.591,-1.202
35.45469149617,56.70858902672,3.701,-2.523
35.47846500605,56.71095896489,15.024,-13.952
35.47764035613,56.71671194471,0.204,-0.802
35.54498628391,56.70450131301,-6.080,-1.105
35.57153249395,56.72600093640,-0.850,-1.080
35.55915951409,56.75326077120,25.328,-0.431
35.51349035116,56.74604199286,-0.564,-1.218
35.43674181947,56.70895519281,-0.311,-0.785
35.44015166966,56.72859389758,-22.716,-24.500
35.45884780648,56.73711783636,-1.028,0.826
35.43858070002,56.72912055764,-0.423,-1.479
35.39140062289,56.74043217432,-0.625,-1.223
35.35832235957,56.74229794575,-0.452,-1.078
35.37829615018,56.73629771178,5.427,-0.643
35.40469851082,56.74849601373,-2.044,-1.177
35.40620540774,56.74221130441,-1.804,0.302
35.39860682531,56.76387725624,1.889,0.578
35.40118962479,56.76225460018,-0.751,-1.080
35.47332483207,56.75084282943,15.144,-6.558
35.47552237805,56.74262336149,-0.678,-1.281
35.48890623666,56.75885540991,-2.367,2.175
35.44841771827,56.76773404275,-2.355,0.427
35.46006562096,56.75230991811,0.445,-0.001
35.48982331490,56.77317065044,-1.275,-0.237
35.48591316181,56.77286598335,0.172,0.001
35.49902071623,56.78476459955,-1.447,1.893
35.50973986985,56.77477774552,-0.567,-0.544
35.44266461163,56.76729343956,1.581,-0.501
35.40756074133,56.77949449924,-1.433,-1.579
35.46131447440,56.80722726133,0.950,-0.166
35.44777768468,56.82594328035,-1.385,-0.528
35.45001334798,56.82515807774,-2.124,0.993
35.45090530235,56.82315454479,4.583,-1.361
35.60253504199,56.76320376762,-1.281,-0.875
35.58263610991,56.76725674191,-0.626,-1.236
35.60162413736,56.78930499782,-0.104,-1.527
35.60072399636,56.78165772310,-1.407,0.027
35.60579895048,56.78751460962,-0.306,-0.926
35.53102847917,56.78015082394,0.242,0.543
35.55054599037,56.78956952283,-3.614,0.825
35.57840624773,56.79815314436,0.942,-2.750
35.63766776745,56.78851527799,1.332,-0.721
35.62749284325,56.81214653442,-5.109,-0.578
35.64697195524,56.81911009370,-1.389,-1.416
35.66995204507,56.81686428024,1.756,-1.319
35.65322580885,56.83160044788,-0.899,-1.101
35.66376022739,56.82983354631,-1.700,6.876
35.65966089890,56.83374668897,-3.628,1.112
35.58681255935,56.83415822661,-2.180,-3.116
35.59769195953,56.82492181976,-1.174,-0.809
35.63670372822,56.83777240017,-0.299,-1.231
35.63807151582,56.83121162899,1.290,-0.733
35.65754011487,56.85229177483,-1.613,-1.687
35.61560914620,56.85807283313,-0.745,0.578
35.62140951727,56.85590872313,-4.751,-0.286
35.62439137898,56.86312572166,-3.236,-1.643
35.51883629149,56.79551988538,0.150,-1.462
35.53578182642,56.79657595616,0.699,-3.513
35.50297704772,56.81019364283,0.239,-1.154
35.50270939374,56.79780804381,2.257,-2.241
35.52328186417,56.81585402681,-0.836,-0.509
35.50398716397,56.81652177662,-1.449,0.717
35.55190075694,56.83384332321,-0.473,-1.164
35.55737571985,56.81814060245,2.054,-3.184
35.48677816595,56.82226872340,-2.629,-0.779
35.48830701440,56.81597979790,4.163,-4.576
35.46962276466,56.81597537982,-0.593,-1.401
35.48718831953,56.81292024647,-3.627,2.516
35.48819642429,56.82493886886,2.241,-1.621
35.46732750500,56.82190425746,2.450,-4.699
35.51406314089,56.84718365152,-0.047,1.085
35.49489214225,56.87355106745,-0.553,-1.284
35.57008078482,56.84926808373,0.024,-3.074
35.55940193891,56.84605994339,1.267,-2.052
35.59491442076,56.85887483071,-5.421,-1.848
35.57565902457,56.87589968923,-0.596,-1.185
35.57298005131,56.87583249376,-1.342,-0.000
35.58253917101,56.88285877080,-2.968,1.153
35.50336677592,56.88013723388,-3.642,-1.950
35.52067606861,56.86952368153,-0.469,-1.188
35.51153644021,56.86682327174,-0.586,-1.189
35.53377639541,56.90353546889,-1.321,0.841
35.55770758652,56.90848422439,4.349,-8.075
35.35172795429,56.74303129652,-2.173,1.434
35.31330912532,56.75882530980,4.245,1.713
35.35765900272,56.76724725725,-1.587,-0.397
35.37949642037,56.78664303293,-1.657,-0.109
35.36897164525,56.79131403041,4.611,-3.526
35.32219517381,56.77849295297,-0.433,-0.193
35.27736045036,56.78162057446,-22.444,-3.791
35.28925301165,56.79404032513,-0.057,0.077
35.33492550353,56.78550795808,-1.015,-0.223
35.32168957644,56.78969756937,-0.457,-1.220
35.31367267624,56.80716122646,-1.402,-1.089
35.39750875040,56.79910162618,-1.880,-0.147
35.39289777650,56.80958212716,-0.263,-0.551
35.41281680096,56.81646229861,0.112,0.038
35.42211229338,56.82763899731,3.413,1.658
35.40434402172,56.81854151653,-0.919,0.804
35.41561781662,56.83205234917,-1.471,-3.088
35.36397403790,56.83522078217,-0.639,-0.743
35.34024825144,56.83144626507,-0.258,-0.626
35.33963590700,56.82902312889,-0.006,-2.737
35.39076669629,56.84270604438,-0.024,-1.768
35.38516941977,56.83331715826,-1.029,0.402
35.38415905387,56.84774184001,5.904,-8.946
35.28882382270,56.81673065873,-0.777,-1.152
35.30559100098,56.81463842525,4.389,-3.247
35.26100035852,56.82971619883,1.197,-4.540
35.28023980124,56.83258203214,5.453,0.236
35.21326455229,56.83950447073,-0.545,-1.981
35.25464540352,56.84822586273,1.149,-0.093
35.23188132911,56.85961372521,-0.521,-1.172
35.23816802513,56.86301888733,-2.383,0.226
35.24750010550,56.86031987066,0.098,0.475
35.24144057896,56.85935127029,8.279,-7.177
35.29832976427,56.85391333486,-0.633,-1.337
35.30702500640,56.84810611332,-0.673,-1.242
35.30597800231,56.86733738717,5.472,-3.498
35.34156389100,56.87450436075,-4.938,2.560
35.33064553639,56.88400235977,-2.619,-5.670
35.27423705598,56.86984788067,-0.809,-1.173
35.27744236564,56.86117814723,-1.685,1.022
35.29348726029,56.86565001120,-0.545,-1.179
35.27092441268,56.87311485626,0.337,0.506
35.27640487123,56.88662066445,-2.463,-4.912
35.26775680008,56.88916134523,-2.306,-4.952
35.26038998105,56.88858213866,-0.863,-0.516
35.30912560537,56.90334055788,-0.451,-1.360
35.31913091219,56.89446456196,-0.698,-0.718
35.44374025191,56.84031909658,4.331,-7.303
35.43155898813,56.85527720481,-0.615,-1.346
35.44948892049,56.86371940461,-0.991,-5.903
35.46112350292,56.86873056618,-0.397,0.486
35.46023927996,56.86895167434,-0.499,-1.175
35.45486839511,56.87440200468,14.850,-14.678
35.45722878167,56.87268844269,0.035,0.362
35.44909717968,56.86812052573,-0.976,-5.907
35.43270472632,56.88002285660,-2.852,-7.107
35.43175660049,56.89214584540,-9.884,-6.715
35.46838398368,56.90500889691,-0.352,-3.062
35.47620206776,56.89006645901,-0.558,-1.025
35.50023297502,56.93800773617,2.432,0.651
35.45864301629,56.90932552427,-4.696,1.443
35.47347799935,56.92753805897,-4.336,1.919
35.44524631719,56.94673889964,1.928,4.523
35.49609436929,56.94409149962,3.540,-2.450
35.49892765481,56.94943668004,-1.427,-9.999
35.49171935494,56.94416548313,0.343,-1.105
35.46307884375,56.95057661734,1.959,-0.327
35.45164924408,56.95058316599,-0.425,0.462
35.45659636526,56.94399484188,-1.970,-0.917
35.37216749154,56.89126711618,3.077,0.262
35.33951307538,56.89854494063,-0.432,-1.283
35.38696607936,56.91361016875,-1.677,1.611
35.39218532246,56.91317851109,-0.792,-1.203
35.39116730065,56.93769453619,-1.683,-0.743
35.33394108585,56.91698292916,-0.477,-1.288
35.35183840182,56.92342268430,-0.700,-0.443
35.33333454125,56.92342748226,-0.540,-1.055
35.31058325129,56.92197722842,-0.607,-1.181
35.34286596104,56.93646425488,-0.688,-1.325
35.34924000884,56.92997825732,3.250,-4.178
35.34355855329,56.96513148986,-0.920,-1.291
35.40135968133,56.95239166503,-0.486,-1.181
35.39256090950,56.95410079146,1.919,-0.570
35.41668256505,56.95589542321,-4.203,-5.448
35.44124364846,56.96576936417,-0.768,-0.918
35.44074761969,56.96439510659,60.734,-66.266
35.45804497133,56.96670696672,-1.070,-1.145
35.42514407121,56.95968353003,4.751,-1.814
35.38192495406,56.95222097427,-1.478,-0.196
35.39090009912,56.97586074431,-0.454,-1.117
35.41470283257,56.99861679132,-0.397,-1.103
35.38129545506,57.00108278211,1.098,4.993
35.38840107963,56.99228998794,-0.615,-1.239
35.38829779953,56.98909202841,1.435,-4.357
34.50352939312,56.63458213981,-0.524,-1.318
34.50263476463,56.63423444072,-3.289,2.218
34.94843408946,56.63394152749,2.216,1.330
34.96114809726,56.64733893998,-0.708,0.414
34.92194420661,56.62940993353,-0.293,-0.450
34.89297909920,56.63139734088,-2.479,-0.527
34.90738593935,56.64870880069,-0.581,-0.774
34.94845728879,56.66568949743,-1.798,-0.066
34.90932448209,56.66550751158,3.176,-7.097
34.92291804419,56.68204720256,-2.310,-0.182
34.85214771503,56.65091149152,-1.447,-1.548
34.81439232430,56.65224676555,-0.781,-1.251
34.81587105369,56.65938230220,-0.359,0.167
34.78854621609,56.66847457895,-0.315,0.798
34.86781766124,56.65013293289,-0.603,-1.259
34.89076280220,56.65750222416,-0.624,-2.959
34.85655873232,56.67494810308,-9.846,-3.631
34.91257984474,56.67680629598,-4.321,0.849
34.90822437904,56.68757834626,-3.865,3.777
34.87817695809,56.68009022468,-0.713,-1.276
34.87577542945,56.69701720644,-7.801,-21.150
34.89753876278,56.69170081230,-6.251,-1.586
34.81432962140,56.69405674318,3.714,-2.304
34.81787922787,56.69706593154,0.490,-7.462
34.82228889555,56.69221226840,-0.986,0.039
34.84195264156,56.71062798231,-1.538,2.454
34.83714259235,56.71091551323,-5.435,12.501
34.63330398521,56.63203903355,1.377,-2.984
34.68425373876,56.63206525299,-0.753,-0.309
34.74109712159,56.64036151755,-5.933,-1.380
34.74394128613,56.64014215115,5.190,-7.861
34.70085554433,56.64613114917,0.383,-0.941
34.69617421211,56.64523406069,-0.492,-1.461
34.70824915271,56.64099938891,1.095,-3.172
34.71656123188,56.63584226675,-1.050,0.253
34.71468813221,56.63344519660,-3.296,-1.645
34.71588884487,56.64109927498,-1.445,-1.277
34.65543722701,56.64816051868,1.816,-1.780
34.67060364534,56.64911432471,6.989,-4.753
34.66698073538,56.66486128856,0.202,-1.013
34.68653404137,56.67502663299,-0.068,-0.359
34.68235442379,56.67305749439,0.576,-2.409
34.68412885299,56.67251881792,3.514,-5.962
34.58512632975,56.64172326092,-0.314,-1.018
34.54850132031,56.63576682129,-0.138,0.797
34.52284381184,56.64656285406,1.687,-5.666
34.56472379788,56.64836957622,-1.140,0.499
34.54577086604,56.64794086090,0.132,0.423
34.56626574055,56.66136466576,4.355,-2.889
34.53923384839,56.67380001953,1.366,-5.602
34.56284468075,56.67489172267,-0.767,-1.190
34.60567309718,56.64942654712,-0.601,-1.216
34.61074661145,56.67999807164,-2.979,0.782
34.63551693051,56.67390146194,-0.604,-1.270
34.65728590786,56.67920192552,-0.598,-1.604
34.63990718668,56.68548772757,1.573,-1.252
34.61650831770,56.68716264011,2.930,-2.449
34.62772410858,56.69965981218,-0.181,-5.526
34.55425073993,56.68105936719,-2.181,-0.820
34.61773817894,56.71661782965,0.615,-1.460
34.61012426093,56.71468786219,-0.922,-0.215
34.75174731267,56.64350205297,7.473,-3.149
34.72413966957,56.66260792138,1.722,0.619
34.71851284583,56.66267686766,2.303,-1.449
34.74514020222,56.67298965699,2.164,-0.037
34.76445511902,56.67505357329,-1.005,-1.612
34.78454257514,56.69296211221,-1.203,0.405
34.72452561320,56.69121734558,-5.395,-1.916
34.70244691591,56.70429805863,-0.630,-1.327
34.72478349745,56.69272978629,2.227,3.384
34.71949501059,56.72676551779,2.040,-1.782
34.72996454626,56.72128353896,-0.095,-2.855
34.73004889904,56.71502600312,0.556,0.288
34.82280331493,56.71963269262,-0.397,0.273
34.75302035523,56.73589016339,1.688,0.395
34.77389225894,56.76947237185,-1.248,1.085
34.67237179147,56.69843541641,-0.592,-1.310
34.67255132277,56.69712881541,0.121,-1.520
34.67230071035,56.71312449569,0.708,-3.441
34.65453342083,56.70492267336,-4.377,2.161
34.66933985170,56.73074332764,0.729,0.230
34.64861738881,56.73009870343,-0.602,-1.211
34.60728451065,56.74291592039,1.334,-4.434
34.60954938283,56.73082459858,-0.749,-1.001
34.65432234486,56.74503618190,-0.385,-1.687
34.67452939735,56.76132072147,-0.634,-1.300
34.67279360104,56.74882744059,-5.068,6.957
34.64215310599,56.76003355222,5.170,-5.097
34.63512204929,56.76752208072,-0.588,-1.177
34.72112913801,56.75819731887,-0.870,-1.629
34.73766510589,56.75207921786,-0.574,-1.162
34.72352620335,56.75113309383,-0.579,0.194
34.70597717197,56.74941990216,-33.162,-15.882
34.71054327641,56.77649617209,-0.745,-1.289
34.71976951046,56.76822091527,0.056,-0.123
34.74100980654,56.77411383513,-1.843,-8.174
34.74529897220,56.76063807844,-0.234,-3.790
34.76484459706,56.78077656282,-0.554,-1.242
34.72214106914,56.77579048144,0.866,-1.828
34.44065597860,56.63388305094,-0.827,-1.288
34.48725928815,56.63332018662,-2.710,-0.730
34.47664559520,56.63508791222,-0.573,-1.327
34.44331431782,56.64167450356,-0.533,-1.127
34.44307460089,56.64136986477,-0.621,-1.417
34.46054558857,56.63236041701,-0.601,-1.275
34.47041852956,56.65423772791,-0.682,-1.256
34.42052459552,56.64210847303,-0.716,-1.262
34.42794921613,56.63901515027,4.900,-3.117
34.41378350491,56.63610630774,-1.370,0.702
34.40426546679,56.63600821899,1.716,-1.913
34.37900298965,56.63666784000,-1.105,-1.245
34.39920366286,56.66065043431,-0.657,-1.201
34.43241100907,56.65704060615,0.787,-2.957
34.44196708763,56.64838524459,-0.346,-0.848
34.43467205592,56.66522710825,-1.317,1.289
34.44495242339,56.65644674875,-0.697,-1.216
34.36492837226,56.65122259269,-0.724,-1.298
34.38984237403,56.65924288280,-0.713,-1.212
34.35601914379,56.67027418863,1.604,-7.395
34.39564012763,56.68076278852,-1.702,0.028
34.39995808138,56.68521095173,-1.739,0.081
34.41364651820,56.68339343469,-0.645,-1.203
34.38012184399,56.69755822911,-0.817,0.178
34.38984715562,56.68959016764,-3.384,3.439
34.39422728282,56.69934036905,1.219,-1.467
34.34535285106,56.67292493042,-0.919,-1.847
34.34272478302,56.67612837255,-0.851,-1.389
34.36737882736,56.70841829629,-2.753,0.512
34.35097657784,56.72145206871,-0.283,-4.744
34.34204082723,56.71629899794,12.464,-0.786
34.48276655906,56.66076022795,0.807,1.504
34.53439062884,56.68854042414,-0.391,-4.569
34.50497477488,56.69276392765,-0.685,-1.182
34.45941019413,56.67562764510,-1.848,-0.653
34.44274677435,56.68151025130,-0.676,-0.907
34.45200718844,56.69539445260,0.154,-1.167
34.49746071924,56.70426693122,-0.687,-1.262
34.46373156493,56.71451398563,-5.678,-6.907
34.45276684535,56.71177148795,-1.419,-1.294
34.55851093197,56.70702346286,0.085,-7.232
34.51821512624,56.71283964706,1.287,0.065
34.53901729325,56.71342162684,0.087,-1.962
34.57881678158,56.72911803259,4.127,-1.024
34.55182928906,56.72273117207,-0.636,-1.370
34.51500713659,56.71735960453,1.800,-4.719
34.50510131827,56.71427880462,-0.681,-1.241
34.49743736766,56.72866744045,0.844,-1.283
34.50158737774,56.74200065660,1.147,3.317
34.53453347217,56.76337905830,-0.748,-1.784
34.42485586979,56.70432943055,3.372,-4.082
34.40572806675,56.72451420645,0.996,0.053
34.43701188413,56.72571825963,-3.042,-4.244
34.44650938807,56.73530597817,-5.049,-0.070
34.43181139594,56.73532406904,1.506,-2.599
34.43226394286,56.73723036907,-0.123,-1.147
34.39082234288,56.71887094406,-10.595,10.562
34.36145802792,56.73083848177,0.251,-1.240
34.36864946051,56.74793543098,0.803,-0.830
34.40927576858,56.76896278859,0.590,-3.503
34.40909925577,56.76744095837,-0.698,-1.233
34.39959244816,56.76275039130,-1.106,0.420
34.46315314982,56.74701800877,0.830,1.111
34.47166521175,56.76187056478,-0.654,-1.270
34.49065332676,56.75618871409,4.831,-15.746
34.48234017263,56.75026663364,-0.726,-1.056
34.48404302841,56.74804416520,-1.110,1.158
34.48337013537,56.74662037021,-0.619,-1.180
34.44875800592,56.76774666765,3.247,-4.613
34.48680938427,56.79752392057,-0.154,-1.328
34.41857784039,56.77031500138,-1.364,-4.220
34.40712583096,56.77466386721,0.205,0.458
34.42030758020,56.79363774859,-0.604,-1.244
34.47613722159,56.80452656885,-0.839,-0.440
34.46587162876,56.80462813061,-2.975,-0.299
34.46547485019,56.79521979437,-7.113,-12.347
34.58122325656,56.74407321208,-1.690,-0.574
34.59695519254,56.76001195947,1.132,-0.628
34.56226498983,56.75641051341,-3.319,-1.435
34.57655006834,56.74630681390,0.391,0.862
34.56878117420,56.75680318011,-3.490,0.018
34.57963385883,56.77799274147,-9.754,-8.446
34.58638257145,56.76431361682,-0.233,-3.459
34.61216071898,56.77932706600,-4.838,0.044
34.62366903104,56.77220089080,5.709,-2.446
34.61211933625,56.76574199005,-0.701,-1.266
34.61532550254,56.78215948080,-3.614,6.725
34.59981060178,56.78215600241,-2.900,-7.751
34.60392698477,56.78121494731,-3.610,-2.255
34.62061176612,56.79011853529,-1.457,-2.719
